country,year,n.Districts,Uniform.LastDigit,DistanceAllPairs,DistanceLastPair,Mean.FirstDigit,Mean.SecondDigit,Benford.SecondDigit,lagged.polity,fraud.democracy,inequality,fract,urban,turnout,avgmag,demtenure,gdpchange,commission,instability,lagged.fraudscore
denmark,1966,138,0.06805293,3.304347826,3.239130435,3.760869565,4.144927536,0.075693104,10,1,24.5,0.128,77.59,88.61,5.87,51,4.56,0,0,-0.406266686
denmark,1968,139,0.085347549,3.345323741,3.14028777,2.741007194,4.165467626,0.030271369,10,1,24.58,0.128,78.66,89.28,5.87,53,3.42,0,0,-0.406266686
denmark,1971,103,0.054764822,3.184466019,2.995145631,3.291262136,4.621359223,0.142449861,10,1,26.09,0.128,80.22,87.16,7.94,56,3.48,0,0,-0.406266686
denmark,1973,153,0.023110769,3.235294118,3.022875817,2.947712418,4.078431373,0.049437333,10,1,26.47,0.128,81.18,88.72,7.94,58,4.17,0,0,-0.406266686
denmark,1975,153,0.052159426,3.320261438,2.826797386,3.718954248,4.196078431,0.069610836,10,1,25.45,0.128,82.15,88.23,7.94,60,-0.82,0,0,-0.406266686
denmark,1977,187,0.016614716,3.374331551,3.248663102,3.652406417,3.989304813,0.07294345,10,1,25.73,0.128,82.78,88.7,7.94,62,6.09,0,0,-0.406266686
denmark,1979,170,0.049134948,3,2.941176471,3.517647059,3.952941176,0.062097534,10,1,26.47,0.128,83.41,85.62,7.94,64,2.27,0,0,-0.406266686
denmark,1984,170,0.094117647,3.241176471,3.047058824,3.641176471,4.152941176,0.015851116,10,1,25.26,0.128,84.23,88.44,7.94,69,2.65,0,0,-0.406266686
denmark,1987,153,0.035926353,3.294117647,3.068627451,3.261437908,4.098039216,0.054463559,10,1,25.4,0.128,84.55,86.74,7.94,72,4.95,0,0,-0.406266686
denmark,1988,136,0.092128028,3.330882353,3.143382353,3.338235294,4.088235294,0.105806229,10,1,25.63,0.128,84.65,85.7,7.94,73,0.29,0,0,-0.406266686
denmark,1994,136,0.043468858,3.176470588,3.205882353,3.764705882,4.102941176,0.042129015,10,1,22.51,0.128,84.95,84.25,7.94,79,-0.09,0,0,-0.406266686
denmark,1998,170,0.080968858,3.429411765,3.155882353,3.535294118,4.205882353,0.049889745,10,1,22.28,0.128,85.05,85.95,7.94,83,3.26,0,0,-0.406266686
dominicanrepublic,1962,194,0.074503135,3.32642487,3.251295337,3.87628866,4.445595855,0.051313944,NA,0,NA,0.387,32.15,NA,NA,0,-2.31,2,1,NA
dominicanrepublic,1966,245,0.042065806,3.354166667,3.10625,3.33877551,4.029166667,0.026859256,-9,1,NA,0.387,36.07,NA,2.47,NA,-12.48,2,1,1.939321034
dominicanrepublic,1974,12,0.666666667,2.666666667,2.875,3.25,3.583333333,1.44011475,0,1,45,0.387,44.59,NA,3.37,NA,12.9,2,1,0.491336559
dominicanrepublic,1978,322,0.009799005,3.337539432,3.093059937,3.173913043,4.119873817,0.035179393,-3,1,45,0.387,49.05,NA,3.37,NA,4.98,2,1,1.040790943
dominicanrepublic,1986,389,0.020149219,3.2899729,3.245257453,3.380462725,4.241192412,0.030719536,-3,1,43.29,0.387,51.14,69.49,4,6,-2.12,2,1,-0.406266686
dominicanrepublic,1994,391,0.023868237,3.09919571,3.042895442,3.25831202,4.032171582,0.023542549,6,1,51.6,0.387,57.12,42.4,4,14,7.22,2,1,0.353319597
dominicanrepublic,1998,349,0.023883219,3.056213018,3,3.297994269,4.171597633,0.026793015,6,1,47.7,0.387,60.09,52.97,5,18,8,2,0,1.644299431
dominicanrepublic,2006,888,0.010241661,3.447761194,3.217566016,3.326576577,4.14695752,0.013430889,8,1,51.9,0.387,66.36,56.46,3.79,26,9.26,2,0,0.353319597
equatorialguinea,1993,100,0.086,3.189473684,3.142105263,3.14,4.347368421,0.134913433,NA,0,NA,NA,37.2,NA,13.3,NA,34.75,1,0,NA
estonia,1992,172,0.024202271,3.465116279,2.950581395,3.337209302,4.470930233,0.133129115,NA,1,36.06,0.511,70.67,67.84,8.42,2,NA,2,1,NA
estonia,1995,183,0.050195587,3.081967213,3.103825137,3.262295082,3.989071038,0.013806322,NA,1,36.71,0.511,69.98,68.91,9.18,5,NA,2,1,-0.406266686
estonia,1999,142,0.024598294,3.450704225,3.387323944,4.042253521,4.077464789,0.111771179,NA,1,35.86,0.511,69.52,57.43,9.18,9,6.81,2,1,-0.406266686
estonia,2007,135,0.091358025,3.481481481,3.185185185,3.881481481,3.703703704,0.062199063,6,1,NA,0.511,69.4,61.91,8.42,17,10.41,2,0,-0.406266686
finland,1945,105,0.107482993,3.247619048,2.976190476,3.180952381,4.276190476,0.070460389,NA,1,NA,0.132,43,74.87,NA,1,NA,0,0,NA
finland,1948,89,0.064259563,3.034090909,2.971590909,3.02247191,4.272727273,0.080110423,4,1,NA,0.132,43,78.25,13.3,4,NA,0,0,-0.406266686
finland,1951,90,0.150617284,3.314606742,2.97752809,2.955555556,4.011235955,0.096319441,4,1,41,0.132,44.23,74.58,13.3,7,NA,0,0,-0.406266686
finland,1954,98,0.080799667,3.29787234,3.063829787,3.010204082,4,0.119296281,10,1,NA,0.132,47.91,79.9,13.3,10,NA,0,0,-0.406266686
finland,1958,103,0.122631728,3.343434343,3.090909091,3.427184466,4.262626263,0.106790589,10,1,NA,0.132,52.83,74.99,13.3,14,NA,0,0,-0.406266686
finland,1962,117,0.137409599,3.086956522,3.008695652,3.418803419,4.330434783,0.028951354,10,1,35.84,0.132,57.04,85.09,13.3,18,7.6,0,0,-0.406266686
finland,1966,105,0.103854875,3.362745098,3.205882353,3.428571429,4.990196078,0.13996014,10,1,30.88,0.132,60.47,84.94,13.3,22,5.3,0,0,-0.406266686
finland,1970,105,0.022222222,3.961904762,3.338095238,3.180952381,4.542857143,0.081793943,10,1,27.46,0.132,63.7,82.23,13.3,26,9.59,0,0,-0.406266686
finland,1972,102,0.107266436,3.333333333,3.004901961,3.254901961,4.029411765,0.058085012,10,1,27.37,0.132,65.35,81.4,13.3,28,2.36,0,0,-0.406266686
finland,1975,71,0.077167229,3.366197183,3.11971831,3.788732394,3.774647887,0.107186081,10,1,22.72,0.132,67.83,73.8,13.3,31,3.24,0,0,-0.406266686
finland,1979,33,0.129476584,2.96969697,3.03030303,3.666666667,3.939393939,0.143546063,10,1,22.11,0.132,70.95,75.31,13.3,35,2.92,0,0,-0.406266686
finland,1983,113,0.123815491,3.699115044,3.203539823,3.725663717,4.017699115,0.073974834,10,1,21.24,0.132,74.18,75.73,13.3,39,3.09,0,0,-0.406266686
finland,1987,156,0.065088757,3.365384615,3.137820513,3.705128205,4.044871795,0.050604769,10,1,20.9,0.132,77.23,72.06,13.3,43,2.73,0,0,-0.406266686
finland,1995,228,0.034933826,3.429824561,3.175438596,3.429824561,4.214912281,0.025263636,10,1,21.7,0.132,80.96,68.58,13.3,51,3.94,0,0,-0.406266686
finland,2003,192,0.033528646,3.453125,3.25,3.265625,3.942708333,0.039233754,10,1,25.27,0.132,82.62,66.71,13.33,59,1.68,0,0,-0.406266686
finland,2007,196,0.03394419,3.31122449,3.221938776,3.566326531,3.897959184,0.090089127,10,1,NA,0.132,83.1,65.02,13.33,63,4.06,0,0,-0.406266686
france,1978,3608,0.00122111,3.285396384,3.084561892,3.218403548,4.084840056,0.005178938,5,1,29.86,0.272,73.14,71.63,1,8,3.45,1,0,-0.406266686
france,1981,2410,0.003822248,3.390367554,3.156104774,3.039834025,4.151668779,0.005846916,8,1,28.8,0.272,73.36,70.87,1,11,1.59,1,0,-0.406266686
france,1986,667,0.019647597,3.188905547,3.135682159,3.670164918,4.140929535,0.009475012,8,1,29,0.272,73.73,78.48,5.78,16,1.62,1,0,-0.406266686
france,1988,1975,0.002559846,3.328426396,3.09213198,2.86835443,4.11928934,0.004709161,8,1,28.8,0.272,73.89,66.18,1,18,2.58,1,0,-0.406266686
france,1993,4434,0.002069342,3.250678119,3.101039783,3.573071719,4.201401447,0.00305514,8,1,28.37,0.272,74.57,68.93,1,23,1.6,1,0,-0.406266686
france,2002,7156,0.001828687,3.321428571,3.109173669,3.600055897,4.155602241,0.000923315,9,1,27.45,0.272,78.76,60.32,1,32,1.95,1,0,-0.406266686
gambia,1997,102,0.063052672,2.931372549,2.985294118,3.450980392,4.362745098,0.020234757,NA,0,47.1,0.764,45.81,73.21,1,NA,2.22,2,0,NA
gambia,2007,94,0.102308737,3.191489362,3.20212766,2.936170213,4.446808511,0.081560707,8,0,NA,0.764,54.5,41.7,1,NA,1.12,2,0,-0.406266686
ghana,1996,589,0.039285601,3.436332767,3.21901528,2.887945671,4.259762309,0.009942257,NA,1,32.7,0.846,40.9,65,1,NA,4.11,2,1,NA
ghana,2004,920,0.015524575,3.236065574,3.05136612,3.179347826,4.115846995,0.007960219,-1,1,NA,0.846,46.95,85.12,1,1,5.2,2,0,0.353319597
greece,1946,166,0.136594571,3.20625,3.128125,3.403614458,4.1625,0.021307403,NA,1,NA,0.059,37.34,NA,9.32,1,NA,0,1,NA
greece,1950,456,0.029066636,3.15990991,3.068693694,3.576754386,4.162162162,0.016785003,0,1,NA,0.059,37.34,NA,6.41,5,NA,0,0,1.563078483
greece,1951,260,0.016568047,3.378486056,3.111553785,3.496153846,4.051792829,0.027401126,8,1,NA,0.059,37.88,77.2,6.29,NA,NA,0,0,-0.406266686
greece,1952,320,0.012695313,3.300319489,3.04313099,3.63125,4.242811502,0.013377603,8,1,NA,0.059,38.43,75.37,3.03,NA,NA,0,0,-0.406266686
greece,1956,145,0.090606421,3.482014388,3,3.096551724,4,0.085142445,8,1,38.9,0.059,40.62,74.97,7.32,NA,NA,0,0,-0.406266686
greece,1958,279,0.036857183,3.349264706,3.136029412,3.344086022,4.272058824,0.030827617,4,1,38.14,0.059,41.76,75.48,5.45,NA,NA,0,0,-0.406266686
greece,1961,194,0.085131257,3.025906736,3.168393782,3.31443299,4.150259067,0.080238851,4,1,43.6,0.059,43.82,81.87,5.45,NA,NA,0,0,-0.406266686
greece,1963,243,0.052515707,3.190871369,3.141078838,3.209876543,4.082987552,0.029326185,4,1,43.2,0.059,45.67,83.04,5.45,NA,1.53,0,0,-0.406266686
greece,1964,162,0.025758269,3.401273885,3.171974522,3.290123457,4.140127389,0.029851706,4,1,31.98,0.059,46.6,81.69,5.45,NA,10.14,0,0,-0.406266686
greece,1974,318,0.020924805,3.307936508,3.082539683,3.588050314,4.4,0.052781672,4,1,34.72,0.059,54.75,79.58,5.14,NA,8.09,0,0,-0.406266686
greece,1977,481,0.018019459,3.207900208,3.159043659,3.255717256,4.182952183,0.046913597,-7,1,33.58,0.059,56.28,81.11,5.14,0,6.85,0,1,-0.406266686
greece,1981,539,0.010426097,3.266037736,3.309433962,3.495361781,4.11509434,0.004833936,-7,1,32.11,0.059,57.88,81.5,5.14,4,0.68,0,1,-0.406266686
greece,1985,649,0.021103938,3.178963893,3.069858713,3.668721109,4.287284144,0.010013234,8,1,33.01,0.059,58.44,83.81,5.14,8,2.01,0,0,-0.406266686
greece,1989,1063,0.007523215,3.089211618,3.039419087,3.414863594,4.232365145,0.007576633,8,1,31.08,0.059,58.76,84.5,5.14,12,4.29,0,0,-0.406266686
greece,1990,1100,0.006066116,3.160611855,3.045889101,3.397272727,4.38623327,0.011159379,8,1,31.52,0.059,58.84,NA,5.14,13,3.8,0,0,-0.406266686
greece,1993,913,0.021211201,3.195779601,3.082063306,3.481927711,4.082063306,0.010489533,8,1,32.84,0.059,59.11,82.95,5.14,16,0.7,0,0,-0.406266686
greece,1996,1065,0.020353105,3.096839959,3.062181448,3.36713615,4.235474006,0.008545723,10,1,34.33,0.059,59.38,76.34,5.13,19,2.1,0,0,-0.406266686
greece,2000,1083,0.017683685,3.288362513,3.147785788,3.274238227,4.269824923,0.013346388,10,1,33.3,0.059,59.74,74.97,5.14,23,3.07,0,0,-0.406266686
greece,2007,844,0.005255947,3.290167866,3.139088729,3.569905213,4.164268585,0.004430232,10,1,NA,0.059,60.9,74.14,5.12,30,5.82,0,0,-0.406266686
guineabissau,2004,395,0.041051114,3.470737913,3.393129771,3.394936709,4.223918575,0.013372589,-8,1,NA,0.818,38.81,74.37,3.7,NA,0.57,2,1,-0.406266686
guyana,2001,65,0.228402367,2.984615385,2.807692308,3.476923077,3.953846154,0.118032963,6,0,44.2,0.62,28.62,91.73,43.2,9,-1.38,2,1,1.10060611
guyana,2006,58,0.135552913,3.068965517,2.931034483,3.655172414,3.862068966,0.16887544,6,0,NA,0.62,28.31,68.82,25.58,14,-1.96,2,1,1.040790943
honduras,1981,75,0.054222222,3.093333333,3.06,3.466666667,3.813333333,0.145839409,NA,0,NA,0.185,35.44,77.95,NA,0,0.67,2,1,NA
honduras,1985,72,0.199845679,3.347222222,3.006944444,2.944444444,3.847222222,0.097646517,-1,1,54.94,0.185,37.74,84.02,7.11,4,4.35,2,1,-0.406266686
honduras,2001,90,0.145679012,3.5,3.288888889,3.344444444,4.466666667,0.107356038,6,1,54,0.185,46.1,66.31,4.4,20,5.75,2,0,-0.406266686
hungary,1998,218,0.047049912,3.389908257,3.160550459,3.518348624,3.54587156,0.075913287,4,1,28.85,0.186,64.83,57.01,5.6,8,3.37,1,0,-0.406266686
hungary,2006,1150,0.00647259,3.269565217,3.146956522,3.133043478,4.116521739,0.009710533,10,1,28.82,0.186,66.89,64.39,1.64,16,4.26,1,0,-0.406266686
indonesia,1999,1296,0.009445016,3.424382716,3.124614198,3.442901235,4.230709877,0.011319728,NA,1,31.5,0.766,40.71,93.3,17.11,0,-13.13,2,0,NA
indonesia,2004,1240,0.009131113,3.281678773,3.05811138,3.497580645,4.200161421,0.017249154,-7,1,39.4,0.766,45.15,84.09,7.96,5,4.78,2,0,-0.406266686
ireland,1951,156,0.056048652,3.076923077,2.958333333,3.474358974,4.006410256,0.046863537,8,1,NA,0.171,41,75.27,3.68,30,NA,0,1,-0.406266686
ireland,1954,162,0.047858558,3.234567901,3.089506173,3.364197531,3.851851852,0.039192277,8,1,NA,0.171,42.98,76.45,3.68,33,NA,0,0,-0.406266686
ireland,1957,163,0.097143287,3.257668712,3.085889571,3.380368098,4.018404908,0.031425613,8,1,NA,0.171,44.55,71.25,3.68,36,NA,0,0,-0.406266686
ireland,1961,163,0.093379502,3.245398773,3.162576687,3.122699387,4.331288344,0.029701678,10,1,31.59,0.171,46.4,70.61,3.79,40,NA,0,0,-0.406266686
ireland,1965,132,0.062901745,3.242424242,3.28030303,3.083333333,3.757575758,0.037449882,10,1,31.81,0.171,48.71,75.14,3.79,44,NA,0,0,-0.406266686
ireland,1969,149,0.110310346,3.060402685,2.926174497,2.872483221,3.825503356,0.041074214,10,1,32.4,0.171,51.12,76.93,3.43,48,NA,0,0,-0.406266686
ireland,1973,162,0.035665295,3.265432099,2.854938272,3,3.759259259,0.072191172,10,1,28.54,0.171,52.87,76.61,3.43,52,6.49,0,0,-0.406266686
ireland,1977,172,0.022850189,3.11627907,3.043604651,3.151162791,4.13372093,0.062335916,10,1,31.75,0.171,54.31,76.31,3.52,56,1.39,0,0,-0.406266686
ireland,1981,177,0.040250247,3.141242938,3.132768362,2.966101695,4.491525424,0.039386166,10,1,33.3,0.171,55.52,76.22,4.05,60,3.08,0,0,-0.406266686
ireland,1982,187,0.020046327,3.117647059,3.14171123,2.770053476,4.529411765,0.056408539,10,1,33.21,0.171,55.71,72.86,4.05,61,3.33,0,0,-0.406266686
ireland,1987,258,0.049516255,3.112403101,2.996124031,3.170542636,4.26744186,0.060651086,10,1,32.8,0.171,56.53,73.33,4.05,66,-0.43,0,0,-0.406266686
ireland,1989,223,0.027368336,3.475336323,3.291479821,3.067264574,4.161434978,0.036437937,10,1,32.94,0.171,56.78,68.51,4.05,68,5.22,0,0,-0.406266686
ireland,1992,282,0.046225039,3.212765957,3.019503546,3.255319149,3.872340426,0.045016702,10,1,33.15,0.171,57.31,68.49,4.05,71,1.93,0,0,-0.406266686
ireland,1997,305,0.055952701,3.124590164,3.052459016,3.098360656,3.990163934,0.017942663,10,1,32.85,0.171,58.41,65.92,4.05,76,9.08,0,0,-0.406266686
israel,1949,12,0.388888889,3.5,3.083333333,3.5,4.083333333,0.789353897,NA,1,23.8,0.526,71,86.89,120,1,NA,2,0,NA
israel,1951,15,0.377777778,3.266666667,2.866666667,3.333333333,4.066666667,0.275486423,NA,1,30.1,0.526,71,75.15,120,3,NA,2,0,-0.406266686
israel,1955,12,1.222222222,3.5,3.375,4.166666667,5.833333333,1.719028452,NA,1,30.1,0.526,71,82.83,120,7,NA,2,0,-0.406266686
israel,1959,12,0.25,2.75,2.75,3.5,5,0.319437343,10,1,36.4,0.526,75.68,81.6,120,11,NA,2,0,-0.406266686
israel,1961,11,0.570247934,2.090909091,3.136363636,3.363636364,5.636363636,0.491648367,10,1,23.82,0.526,77.67,81.34,120,13,NA,2,0,-0.406266686
israel,1965,13,0.360946746,2.384615385,2.384615385,3,4.769230769,0.524705986,10,1,31.3,0.526,80.94,85.86,120,17,7.94,2,0,-0.406266686
israel,1969,13,0.952662722,3,3.269230769,2.461538462,5.230769231,1.003222411,10,1,38.4,0.526,83.54,81.2,120,21,16.24,2,0,-0.406266686
israel,1973,10,0.8,4.4,2.65,3.5,3.6,0.937948213,10,1,23.3,0.526,85.66,78.58,120,25,13.66,2,0,-0.406266686
israel,1977,13,0.479289941,3.384615385,3.307692308,3.153846154,3.615384615,0.819523183,9,1,25.63,0.526,87.42,79.23,120,29,1.32,2,0,-0.406266686
israel,1981,10,0.8,2.7,4.15,5.1,3.2,0.661313371,9,1,30.44,0.526,88.83,78.5,120,33,6.87,2,0,-0.406266686
israel,1984,15,0.733333333,2.8,3.066666667,4.6,4.733333333,0.928163506,9,1,30.66,0.526,89.58,78.78,120,36,3.51,2,0,-0.406266686
israel,1992,10,0.8,2,3.05,4.4,3,1.643701902,9,1,30.5,0.526,90.56,77.38,120,44,7.7,2,0,-0.406266686
israel,1996,11,1.066115702,2.727272727,2.818181818,5.090909091,4.727272727,0.561158856,9,1,33.26,0.526,90.93,79.32,120,48,21.83,2,0,-0.406266686
israel,1999,15,0.466666667,2.933333333,2.566666667,3.4,4.8,1.414671166,9,1,34.11,0.526,91.14,78.73,120,51,4.33,2,0,-0.406266686
israel,2003,13,1.071005917,3.923076923,3.076923077,4.461538462,4.692307692,0.751994331,9,1,35.8,0.526,91.39,67.81,120,55,-0.06,2,0,-0.406266686
israel,2006,31,0.155046826,3.419354839,3.612903226,2.935483871,4.612903226,0.273305713,9,1,37,0.526,91.58,63.55,120,58,4.34,2,0,-0.406266686
italy,1948,328,0.00591166,3.204268293,2.957317073,3.588414634,4.277439024,0.050025252,NA,1,40.2,0.04,54.1,92.23,17.71,0,NA,0,1,NA
italy,1953,349,0.038333019,3.171919771,3.137535817,3.315186246,4.426934097,0.037253055,0,1,NA,0.04,55.75,93.87,17.81,5,NA,0,0,-0.406266686
italy,1963,306,0.004955359,3.078431373,3.205882353,3.428104575,4.379084967,0.033396835,10,1,36.19,0.04,60.85,92.88,19.69,15,6.2,0,0,-0.406266686
italy,1972,348,0.012683314,3.146551724,3.106321839,3.413793103,4.347701149,0.033521662,10,1,35.91,0.04,64.82,93.18,19.69,24,1.82,0,0,-0.406266686
italy,1976,304,0.02666205,3.342105263,2.893092105,3.289473684,4.180921053,0.018586338,10,1,33.49,0.04,65.84,93.37,19.69,28,-2.09,0,0,-0.406266686
italy,1979,370,0.01723886,3.286486486,3.024324324,3.343243243,4.118918919,0.01280503,10,1,32.78,0.04,66.44,90.35,19.69,31,3.24,0,0,-0.406266686
italy,1983,361,0.031990239,3.296398892,3.189750693,3.329639889,4.423822715,0.025798423,10,1,29.9,0.04,66.75,89.02,19.69,35,0.41,0,0,-0.406266686
italy,1987,445,0.026991541,3.539325843,3.025842697,3.352808989,4.208988764,0.024409593,10,1,33.2,0.04,66.79,88.86,19.69,39,2.86,0,0,0.491336559
italy,1992,531,0.014360142,3.109227872,3.053672316,3.320150659,4.163841808,0.014834729,10,1,31.41,0.04,66.8,87.44,19.69,44,1.54,0,0,-0.406266686
italy,1994,2174,0.005362361,3.325666973,3.117295308,2.966421343,4.314627415,0.007399532,10,1,33.77,0.04,66.88,86.14,1,46,-0.85,0,0,-0.406266686
italy,1996,1804,0.003325942,3.285476718,3.109201774,2.949556541,4.246674058,0.007050257,10,1,33.92,0.04,66.98,82.91,1,48,2.89,0,0,-0.406266686
italy,2006,472,0.02305372,3.271186441,3.155720339,3.427966102,4.273305085,0.026319491,10,1,33.84,0.04,67.71,83.62,22.89,58,0.95,0,0,0.491336559
jamaica,1967,114,0.109572176,3.210526316,3.00877193,3.666666667,4.114035088,0.051253312,NA,1,NA,0.166,39.03,82.24,1,8,NA,2,0,NA
jamaica,1972,113,0.07212781,3.495575221,3.384955752,3.902654867,4.469026549,0.093828542,10,1,41.27,0.166,42.4,78.88,1,13,2.46,2,0,1.040790943
jamaica,1976,120,0.138888889,3.441666667,3.120833333,5.341666667,4.466666667,0.125946647,10,1,44.52,0.166,44.56,85.21,1,17,-0.26,2,0,0.491336559
jamaica,1980,125,0.06816,3.288,2.976,5.104,4.312,0.094837258,10,1,NA,0.166,46.74,86.91,1,21,-1.06,2,0,1.563078483
jamaica,1989,120,0.102777778,3.033333333,3.054166667,5.516666667,4.05,0.054276168,10,1,42.1,0.166,49.24,78.38,1,30,3.97,2,0,0.491336559
jamaica,1993,127,0.047182094,3.158730159,3.218253968,4.377952756,4.547619048,0.09784216,10,1,38.1,0.166,50.15,67.68,1,34,1.96,2,0,-0.406266686
jamaica,1997,194,0.025082368,3.190721649,3.113402062,4.56185567,4.536082474,0.039507446,10,1,44.1,0.166,51.09,65.42,1,38,-0.11,2,0,-0.406266686
jamaica,2002,176,0.068569215,3.494318182,3.238636364,4.8125,4.102272727,0.035418043,10,1,42,0.166,51.9,59.06,1,43,1.34,2,0,-0.406266686
japan,1947,631,0.010671563,3.242472266,3.026941363,4.150554675,4.196513471,0.007046705,NA,1,NA,0.012,53.4,67.95,3.98,0,NA,1,1,NA
japan,1949,706,0.016900866,3.253541076,3.077903683,3.277620397,4.175637394,0.005652338,1,1,NA,0.012,53.4,74.04,3.98,2,NA,1,1,-0.406266686
japan,1952,639,0.008936596,3.305164319,3.05399061,3.397496088,4.295774648,0.017692304,1,1,NA,0.012,55.41,76.43,3.98,5,NA,1,1,-0.406266686
japan,1953,652,0.007094734,3.271472393,3.07208589,3.809815951,4.251533742,0.006367161,NA,1,31,0.012,56.41,74.21,3.98,6,NA,1,1,-0.406266686
japan,1955,580,0.031093936,3.025862069,3.119827586,3.993103448,4.312068966,0.022950746,NA,1,32.2,0.012,58.42,75.83,3.96,8,NA,1,1,-0.406266686
japan,1958,419,0.012468601,3.338902148,3.081145585,3.07875895,4.255369928,0.026900408,NA,1,36,0.012,61.33,76.98,3.96,11,NA,1,0,-0.406266686
japan,1960,501,0.006250971,3.351297405,2.99500998,3.349301397,4.229540918,0.023625945,10,1,33.87,0.012,63.27,73.5,3.96,13,NA,1,0,-0.406266686
japan,1963,463,0.03265864,3.323974082,3.150107991,3.280777538,4.140388769,0.018069234,10,1,32.39,0.012,66.03,71.14,3.96,16,8.91,1,0,-0.406266686
japan,1967,519,0.026540591,3.327552987,3.19460501,3.606936416,3.969171484,0.022286352,10,1,29.45,0.012,69.47,73.98,3.95,20,10.64,1,0,-0.406266686
japan,1969,569,0.02078385,3.30228471,3.110720562,3.762741652,4.124780316,0.039808741,10,1,29.89,0.012,71.07,68.5,3.95,22,12.88,1,0,-0.406266686
japan,1972,551,0.010042786,3.183303085,3.157894737,3.733212341,4.157894737,0.011067867,10,1,28.51,0.012,73.41,71.75,3.96,25,4.7,1,0,-0.406266686
japan,1976,600,0.002388889,3.383333333,3.013333333,3.681666667,4.035,0.021616786,10,1,27.95,0.012,75.81,73.44,3.93,29,3.09,1,0,-0.406266686
japan,1979,587,0.006619864,3.199318569,3.04770017,4.044293015,4.110732538,0.021111474,10,1,26.71,0.012,76.08,68,3.93,32,5.27,1,0,-0.406266686
japan,1980,564,0.009883809,3.40248227,3.095744681,3.969858156,4.088652482,0.01840604,10,1,25.38,0.012,76.18,74.56,3.93,33,5.48,1,0,-0.406266686
japan,1990,583,0.016243538,3.185248714,3.03516295,3.430531732,3.867924528,0.020941787,10,1,28.03,0.012,77.34,73.31,3.94,43,5.37,1,0,-0.406266686
kenya,1992,684,0.007745973,3.399705015,3.199115044,3.494152047,4.147492625,0.031244432,NA,0,58.4,0.852,77.61,58.84,1,NA,1.44,2,0,NA
kenya,1997,853,0.013360198,3.391666667,3.182738095,3.357561547,4.153571429,0.004440429,-7,0,41.9,0.852,78.27,65.45,1,NA,4.15,2,0,1.793239372
kingdomunited,1945,1626,0.005039571,3.378843788,3.153751538,2.910209102,4.124846248,0.003799302,NA,1,NA,0.324,78.98,72.55,1,65,NA,0,0,NA
kingdomunited,1950,1860,0.002000231,3.328494624,3.18844086,2.715053763,4.322580645,0.004959695,10,1,NA,0.324,78.98,83.61,1,70,NA,0,0,-0.406266686
kingdomunited,1951,1367,0.004741827,3.245973646,3.164714495,2.179224579,4.394582723,0.009336172,10,1,NA,0.324,78.93,81.89,1,71,NA,0,0,-0.406266686
kingdomunited,1955,1405,0.006101746,3.26405694,3.253380783,2.224911032,4.181494662,0.00221975,10,1,NA,0.324,78.71,76.78,1,75,NA,0,0,-0.406266686
kingdomunited,1959,1532,0.006218939,3.31462141,3.11651436,2.562010444,4.338120104,0.009478516,10,1,35.4,0.324,78.5,78.71,1,79,NA,0,0,-0.406266686
kingdomunited,1964,1752,0.003849482,3.23630137,3.107591324,2.775684932,4.216324201,0.004187093,10,1,29.6,0.324,77.95,77.17,1,84,3.96,0,0,-0.406266686
kingdomunited,1966,1702,0.005867156,3.370740306,3.140716804,2.823149236,4.207403055,0.003138296,10,1,29.1,0.324,77.68,75.96,1,86,2.79,0,0,-0.406266686
kingdomunited,1970,1831,0.005461198,3.268705625,3.128891316,2.848716548,4.251774986,0.001913663,10,1,29.7,0.324,77.12,72.15,1,90,2.05,0,0,-0.406266686
kingdomunited,1974,2188,0.004193557,3.314899452,3.172074954,2.807129799,4.12797075,0.00320114,10,1,29.9,0.324,77.57,78.94,1,94,6.54,0,0,-0.406266686
kingdomunited,1979,2572,0.003969051,3.33437014,3.152410575,3.16562986,4.220839813,0.002805661,10,1,27.9,0.324,78.32,76,1,99,4.13,0,0,-0.406266686
kingdomunited,1983,2566,0.00578705,3.333203429,3.183359314,2.872954014,4.112236945,0.002833102,10,1,26.3,0.324,78.43,72.81,1,103,2.08,0,0,-0.406266686
kingdomunited,1987,2324,0.001670809,3.263769363,3.103270224,3.160499139,4.24827883,0.004663078,10,1,30,0.324,78.29,75.42,1,107,3.16,0,0,-0.406266686
kingdomunited,1992,2937,0.005066213,3.351719442,3.116615594,3.28226081,4.319713994,0.005920556,10,1,33.8,0.324,78.23,77.83,1,112,-1.24,0,0,-0.406266686
kingdomunited,1997,3687,0.00194064,3.303498779,3.188635747,3.10794684,4.237320315,0.001931206,10,1,31.9,0.324,78.47,71.46,1,117,2.67,0,0,-0.406266686
kingdomunited,2001,3303,0.003968997,3.323947926,3.171207993,3.387526491,4.186497124,0.002102782,10,1,32.6,0.324,78.72,59.38,1,121,3.77,0,0,-0.406266686
lankasri,1952,89,0.102133569,3.168539326,3.219101124,3.382022472,3.853932584,0.026534928,NA,1,48,0.428,15.46,70.7,1,2,NA,2,0,NA
lankasri,1965,142,0.066256695,3.197183099,3.154929577,3.267605634,4.091549296,0.063702119,7,1,NA,0.428,17.63,81.13,1,15,3.91,2,0,-0.406266686
lankasri,1970,141,0.052763945,3.510638298,3.138297872,2.723404255,3.730496454,0.128569315,7,1,33.95,0.428,19.51,84.88,1,20,7.72,2,1,-0.406266686
